,card_name,card_rarity,card_number,market_price,median_price
7192,Kingdra (Alpha),Holo Rare,108,0.93,
7193,Kyogre,Rare,53,0.60,0.92
7194,Kyogre EX,Ultra Rare,54,5.48,
7195,Kyogre EX (148 Full Art),Ultra Rare,148,24.81,
7196,Kyogre Spirit Link,Uncommon,132,0.18,0.25
7197,Lanturn,Uncommon,58,0.13,0.25
7198,Linoone,Uncommon,112,0.17,0.26
7199,Lombre,Uncommon,11,0.15,0.25
7200,Lotad,Common,10,0.09,0.25
7201,Ludicolo,Holo Rare,12,0.67,
7202,Ludicolo (Alpha),Rare,37,0.38,0.52
7203,M Aggron EX,Ultra Rare,94,5.28,
7204,M Aggron EX (154 Full Art),Ultra Rare,154,14.90,
7205,M Gardevoir EX,Ultra Rare,106,3.43,
7206,M Gardevoir EX (156 Full Art),Ultra Rare,156,9.66,
7207,Magcargo,Uncommon,23,0.13,0.25
7208,Magcargo (Omega),Rare,24,0.30,0.50
7209,Manaphy,Holo Rare,56,0.47,
7210,Manectric,Holo Rare,61,0.57,
7211,Marill,Common,102,0.11,0.25
7212,Marshtomp,Uncommon,34,0.30,0.40
7213,Masquerain,Uncommon,14,0.11,0.25
7214,Maxie's Hidden Ball Trick,Uncommon,133,0.15,0.29
7215,Maxie's Hidden Ball Trick (158 Full Art),Ultra Rare,158,9.89,
7216,Medicham,Holo Rare,80,0.50,
7217,Medicham (Omega),Rare,81,0.29,0.50
7218,Meditite,Common,79,0.09,0.25
7219,Milotic,Holo Rare,44,0.88,
7220,Mr. Mime,Uncommon,101,0.16,0.25
7221,Mudkip,Common,33,0.20,0.25
7222,Nidoqueen,Uncommon,68,0.31,0.44
7223,Nidoqueen (Omega),Rare,69,0.33,0.50
7224,Nidoran (F),Common,66,0.17,0.25
7225,Nidorina,Uncommon,67,0.24,0.30
7226,Ninetales,Rare,21,0.51,0.75
7227,Nosepass,Common,78,0.10,0.25
7228,Primal Groudon EX (Omega - 151 Full Art),Ultra Rare,151,25.13,
7229,Primal Groudon EX (Omega),Ultra Rare,86,11.79,
7230,Primal Kyogre EX (Alpha - 149 Full Art),Ultra Rare,149,24.69,
7231,Primal Kyogre EX (Alpha),Ultra Rare,55,12.61,
7232,Probopass,Rare,95,0.19,0.32
7233,Professor Birch's Observations,Uncommon,134,0.17,0.25
7234,Professor Birch's Observations (159 Full Art),Ultra Rare,159,6.92,
7235,Rare Candy,Uncommon,135,0.40,0.48
7236,Repeat Ball,Uncommon,136,0.26,0.30
7237,Rhydon,Uncommon,75,0.14,0.25
7238,Rhyhorn,Common,74,0.08,0.25
7239,Rhyperior,Rare,76,0.26,0.47
7240,Rhyperior (Omega),Holo Rare,77,1.01,
7241,Rough Seas,Uncommon,137,0.23,0.26
7242,Sceptile,Rare,8,0.34,0.75
7243,Sceptile (Omega),Holo Rare,9,1.11,
7244,Scorched Earth,Uncommon,138,0.18,0.25
7245,Seadra,Uncommon,31,0.15,0.25
7246,Sealeo,Uncommon,47,0.14,0.25
7247,Sharpedo EX,Ultra Rare,91,1.74,
7248,Sharpedo EX (152 Full Art),Ultra Rare,152,8.36,
7249,Shield Energy,Uncommon,143,0.29,0.35
7250,Shrine of Memories,Uncommon,139,0.26,0.35
7251,Shroomish,Common,15,0.10,0.25
7252,Silent Lab,Uncommon,140,1.47,1.47
7253,Skitty,Common,113,0.14,0.25
7254,Slugma,Common,22,0.15,0.25
7255,Solrock,Common,83,0.09,0.25
7256,Spheal (45),Common,45,0.12,0.25
7257,Spheal (46),Common,46,0.14,0.25
7258,Spinda,Common,115,0.09,0.25
7259,Starmie,Rare,73,0.22,0.32
7260,Staryu,Uncommon,32,0.10,0.25
7261,Surskit,Common,13,0.10,0.25
7262,Swampert,Rare,35,0.31,0.50
7263,Swampert (Alpha),Holo Rare,36,3.87,
7264,Switch (163 Secret Rare),Secret Rare,163,22.91,
7265,Tangela,Common,4,0.08,0.25
7266,Tangrowth,Rare,5,0.24,0.33
7267,Teammates,Uncommon,141,0.27,0.28
7268,Teammates (160 Full Art),Ultra Rare,160,22.55,
7269,Tentacool,Common,70,0.11,0.25
7270,Tentacool (Alpha),Uncommon,71,0.18,0.26
7271,Tentacruel,Rare,72,0.23,0.33
7272,Torchic,Common,25,0.11,0.25
7273,Torchic (Omega),Uncommon,26,0.36,0.47
7274,Trapinch,Common,82,0.12,0.25
7275,Treecko,Common,6,0.12,0.25
7276,Trevenant EX,Ultra Rare,19,2.06,
7277,Trevenant EX (145 Full Art),Ultra Rare,145,7.04,
7278,Tynamo,Common,62,0.07,0.25
7279,Vibrava,Uncommon,109,0.11,0.27
7280,Volbeat,Common,17,0.11,0.25
7281,Vulpix,Common,20,0.21,0.25
7282,Wailord EX,Ultra Rare,38,2.72,
7283,Wailord EX (147 Full Art),Ultra Rare,147,9.54,
7284,Walrein,Rare,48,0.22,0.40
7285,Weakness Policy,Uncommon,142,0.16,0.26
7286,Weakness Policy (164 Secret Rare),Secret Rare,164,6.01,
7287,Weedle,Common,1,0.10,0.25
7288,Whiscash,Uncommon,40,0.14,0.25
7289,Whiscash (Alpha),Rare,41,0.20,0.50
7290,Wonder Energy,Uncommon,144,0.30,0.41
7291,Zigzagoon,Common,111,0.11,0.25
7292,Bidoof,Common,12,,
7293,Bisharp (#16 Non-Holo),Common,16,,1.44
7294,Bisharp (#30 Holo),Common,30,,
7295,Clefable (#16),Common,16,0.50,
7296,Clefable (#28),Common,28,,5.67
7297,Clefairy (#13),Common,13,,
7298,Clefairy (#19),Common,19,2.50,
7299,Doublade (#14),Common,14,,10.00
7300,Doublade (#23),Common,23,0.42,5.99
7301,Fairy Energy (#10),Common,10,,
7302,Fairy Energy (#17),Common,17,,
7303,Fairy Energy (#21),Common,21,,
7304,Fairy Energy (#22),Common,22,,
7305,Fairy Energy (#27),Common,27,,
7306,Fairy Energy (#3),Common,3,,
7307,Fairy Energy (#5),Common,5,,
7308,Fairy Energy (#6),Common,6,,
7309,Fairy Energy (#7),Common,7,,
7310,Fairy Energy (#8),Common,8,,
7311,Fairy Energy (#9),Common,9,,
7312,Fletchling,Common,1,,
7313,Honedge (#11),Common,11,,
7314,Honedge (#27),Common,27,,
7315,Jigglypuff (#12),Common,12,0.10,
7316,Jigglypuff (#25),Common,25,,
7317,Metal Energy (#10),Common,10,,
7318,Metal Energy (#18),Common,18,,
7319,Metal Energy (#2),Common,2,,
7320,Metal Energy (#22),Common,22,,
7321,Metal Energy (#24),Common,24,,
7322,Metal Energy (#3),Common,3,,
7323,Metal Energy (#5),Common,5,,
7324,Metal Energy (#6),Common,6,,
7325,Metal Energy (#7),Common,7,,
7326,Metal Energy (#8),Common,8,,
7327,Metal Energy (#9),Common,9,,
7328,Patrat,Common,17,,
7329,Pawniard (#13),Common,13,,
7330,Pawniard (#21),Common,21,,
7331,Pidgeotto (#2),Common,2,,
7332,Pidgeotto (#23),Common,23,0.50,
7333,Pidgey (#11),Common,11,,
7334,Pidgey (#29),Common,29,19.99,
7335,Potion (#15 - Wigglytuff),Common,15,,
7336,Potion (#20 - Wigglytuff),Common,20,,
7337,Potion (#25 - Bisharp),Common,25,,
7338,Potion (#29 - Bisharp),Common,29,,
7339,Sentret,Common,4,,
7340,Slakoth (#15),Common,15,,
7341,Slakoth (#26),Common,26,,
7342,Swirlix (#1),Common,1,,
7343,Swirlix (#18),Common,18,,5.00
7344,Tierno (Bisharp),Common,19,,
7345,Tierno (Wigglytuff),Common,26,,
7346,Trevor (Bisharp),Common,20,,10.99
7347,Trevor (Wigglytuff),Common,24,,
7348,Vigoroth (#28),Common,28,,1.00
7349,Vigoroth (#4),Common,4,,
7350,Wigglytuff (#14 Non-Holo),Common,14,,
7351,Wigglytuff (#30 Holo),Common,30,0.39,
7352,Aegislash EX,Ultra Rare,65,2.26,
7353,Alomomola,Common,22,0.15,0.25
7354,AZ,Uncommon,91,0.27,0.31
7355,AZ (117 Full Art),Ultra Rare,117,8.71,
7356,Battle Compressor,Uncommon,92,4.15,4.12
7357,Blissey,Rare,81,0.28,0.44
7358,Boldore,Uncommon,49,0.14,0.28
7359,Bronzong,Rare,61,0.56,0.79
7360,Bronzor,Common,60,0.17,0.25
7361,Bunnelby,Common,87,0.12,0.25
7362,Chandelure,Holo Rare,43,0.83,
7363,Chansey,Common,80,0.14,0.25
7364,Crobat,Rare,33,0.46,0.61
7365,Croconaw,Uncommon,16,0.19,0.29
7366,Dedenne,Common,70,0.13,0.25
7367,Deino,Common,72,0.13,0.25
7368,Dialga EX,Ultra Rare,62,4.07,
7369,Dialga EX (122 Secret Rare),Secret Rare,122,118.77,
7370,Diancie,Holo Rare,71,0.92,
7371,Diggersby,Rare,88,0.24,0.39
7372,Dimension Valley,Uncommon,93,1.26,1.52
7373,Double Colorless Energy,Uncommon,111,0.47,0.92
7374,Enhanced Hammer,Uncommon,94,0.26,0.37
7375,Escavalier,Rare,64,0.25,0.46
7376,Exploud,Rare,85,0.27,0.30
7377,Fearow,Uncommon,79,0.15,0.25
7378,Feraligatr,Holo Rare,17,1.57,
7379,Finneon,Common,18,0.14,0.25
7380,Fletchinder,Uncommon,9,0.16,0.25
7381,Fletchling,Common,89,0.14,0.25
7382,Florges EX,Ultra Rare,67,1.78,
7383,Florges EX (116 Full Art),Ultra Rare,116,3.65,
7384,Frillish,Common,20,0.16,0.25
7385,Furfrou,Uncommon,90,0.15,0.29
7386,Galvantula,Rare,27,0.22,0.35
7387,Gengar EX,Ultra Rare,34,5.30,
7388,Gengar EX (114 Full Art),Ultra Rare,114,55.70,
7389,Gengar Spirit Link,Uncommon,95,0.19,0.34
7390,Gigalith,Holo Rare,50,0.57,
7391,Girafarig,Uncommon,82,0.23,0.25
7392,Gligar,Common,46,0.10,0.25
7393,Gliscor,Rare,47,0.24,0.41
7394,Golbat,Uncommon,32,0.22,0.30
7395,Goodra,Holo Rare,77,0.86,
7396,Goomy,Common,75,0.15,0.25
7397,Gourgeist,Holo Rare,45,0.56,
7398,Gulpin,Common,37,0.13,0.25
7399,Hand Scope,Uncommon,96,0.17,0.25
7400,Head Ringer,Holo Rare,97,0.92,
7401,Heatran,Holo Rare,63,0.53,
7402,Heliolisk,Holo Rare,30,0.43,
7403,Helioptile (28),Common,28,0.13,0.25
7404,Helioptile (29),Common,29,0.12,0.25
7405,Honchkrow,Rare,52,0.28,0.49
7406,Hydreigon,Holo Rare,74,0.90,
7407,Jamming Net,Holo Rare,98,0.45,
7408,Jellicent,Rare,21,0.29,0.49
7409,Joltik,Common,26,0.26,0.35
7410,Karrablast,Common,8,0.11,0.25
7411,Kingler,Uncommon,14,0.23,0.39
7412,Klefki,Uncommon,66,0.15,0.25
7413,Krabby,Common,13,0.13,0.25
7414,Lampent,Uncommon,42,0.40,0.50
7415,Leavanny,Rare,7,0.23,0.47
7416,Liepard,Uncommon,57,0.17,0.25
7417,Litleo,Common,11,0.14,0.25
7418,Litwick,Common,41,0.17,0.25
7419,Loudred,Uncommon,84,0.15,0.26
7420,Lumineon,Uncommon,19,0.18,0.30
7421,Lysandre's Trump Card,Uncommon,99,0.27,0.39
7422,Lysandre's Trump Card (118 Full Art),Ultra Rare,118,8.03,
7423,M Gengar EX,Ultra Rare,35,21.52,
7424,M Gengar EX (121 Secret Rare),Secret Rare,121,37.78,
7425,M Manectric EX,Ultra Rare,24,2.92,
7426,M Manectric EX (120 Secret Rare),Secret Rare,120,8.64,
7427,Malamar EX,Ultra Rare,58,2.78,
7428,Malamar EX (115 Full Art),Ultra Rare,115,3.87,
7429,Manectric EX,Ultra Rare,23,1.89,
7430,Manectric EX (113 Full Art),Ultra Rare,113,5.54,
7431,Manectric Spirit Link,Uncommon,100,0.15,0.25
7432,Mightyena,Rare,54,0.29,0.49
7433,Munna,Common,39,0.13,0.25
7434,Murkrow,Common,51,0.12,0.25
7435,Musharna,Rare,40,0.25,0.44
7436,Mystery Energy,Uncommon,112,0.67,0.75
7437,Pachirisu,Rare,25,0.25,0.39
7438,Poochyena,Common,53,0.14,0.25
7439,Professor Sycamore,Uncommon,101,0.42,0.46
7440,Pumpkaboo,Common,44,0.26,0.30
7441,Purrloin,Common,56,0.10,0.25
7442,Pyroar,Holo Rare,12,0.53,
7443,Regigigas,Holo Rare,86,0.99,
7444,Robo Substitute,Uncommon,102,0.30,0.46
7445,Roggenrola,Common,48,0.13,0.25
7446,Roller Skates,Uncommon,103,0.17,0.25
7447,Sewaddle,Common,5,0.12,0.25
7448,Shauna,Uncommon,104,0.23,0.31
7449,Skarmory,Common,59,0.11,0.25
7450,Sliggoo,Uncommon,76,0.12,0.25
7451,Slurpuff,Holo Rare,69,0.44,
7452,Spearow,Common,78,0.15,0.25
7453,Spiritomb,Rare,55,0.27,0.46
7454,Steel Shelter,Uncommon,105,0.20,0.30
7455,Swadloon,Uncommon,6,0.15,0.25
7456,Swalot,Rare,38,0.30,0.50
7457,Swirlix,Common,68,0.12,0.25
7458,Talonflame,Rare,10,0.24,0.50
7459,Target Whistle,Uncommon,106,0.27,0.32
7460,Tierno,Uncommon,107,0.20,0.26
7461,Totodile,Common,15,0.19,0.29
7462,Trick Coin,Uncommon,108,0.18,0.30
7463,Venomoth,Rare,2,0.31,0.52
7464,Venonat,Common,1,0.15,0.26
7465,VS Seeker,Uncommon,109,2.76,3.00
7466,Whismur,Common,83,0.14,0.25
7467,Wobbuffet,Uncommon,36,0.41,0.50
7468,Xerosic,Uncommon,110,0.20,0.29
7469,Xerosic (119 Full Art),Ultra Rare,119,5.65,
7470,Yanma,Common,3,0.13,0.24
7471,Yanmega,Rare,4,0.23,0.47
7472,Zubat,Common,31,0.16,0.25
7473,Zweilous,Uncommon,73,0.15,0.26
7474,Accelgor,Uncommon,9,0.19,0.25
7475,Amaura,Uncommon,25,0.22,0.25
7476,Aurorus,Rare,26,0.33,0.60
7477,Battle Reporter,Uncommon,88,0.18,0.26
7478,Battle Reporter (109 Full Art),Ultra Rare,109,7.72,
7479,Beartic,Rare,22,0.23,0.40
7480,Bellsprout,Common,1,0.17,0.25
7481,Blaziken,Holo Rare,14,1.21,
7482,Breloom,Rare,50,0.27,0.40
7483,Clauncher,Common,23,0.14,0.25
7484,Clawitzer,Holo Rare,24,0.48,
7485,Clefable,Uncommon,71,0.18,0.30
7486,Clefairy (69),Common,69,0.13,0.25
7487,Clefairy (70),Common,70,0.15,0.25
7488,Combusken,Uncommon,13,0.19,0.25
7489,Cubchoo,Common,21,0.14,0.25
7490,Dedenne,Uncommon,34,0.19,0.29
7491,Dragonite EX,Ultra Rare,74,3.10,
7492,Dragonite EX (108 Full Art),Ultra Rare,108,18.23,
7493,Drapion,Rare,65,0.21,0.39
7494,Drowzee,Common,35,0.17,0.25
7495,Eevee,Common,80,0.34,0.36
7496,Electabuzz,Common,29,0.15,0.25
7497,Electivire,Rare,30,0.32,0.50
7498,Energy Switch,Uncommon,89,0.26,0.31
7499,Fighting Stadium,Uncommon,90,0.23,0.33
7500,Flygon,Rare,76,0.37,0.75
7501,Focus Sash,Uncommon,91,0.44,0.51
7502,Fossil Researcher,Uncommon,92,0.19,0.25
7503,Fossil Researcher (110 Full Art),Ultra Rare,110,8.53,
7504,Full Heal,Uncommon,93,0.18,0.25
7505,Glaceon,Rare,19,2.31,4.80
7506,Golett,Common,42,0.13,0.25
7507,Golurk,Rare,43,0.32,0.44
7508,Gothita,Common,39,0.13,0.25
7509,Gothitelle,Rare,41,0.30,0.47
7510,Gothorita,Uncommon,40,0.19,0.25
7511,Hariyama,Rare,52,0.30,0.43
7512,Hawlucha,Holo Rare,63,0.46,
7513,Hawlucha EX,Ultra Rare,64,2.36,
7514,Heracross EX,Ultra Rare,4,2.87,
7515,Heracross EX (105 Full Art),Ultra Rare,105,6.67,
7516,Herbal Energy,Uncommon,103,0.53,0.53
7517,Hitmonchan,Uncommon,48,0.26,0.28
7518,Hitmonlee,Uncommon,47,0.21,0.35
7519,Hitmontop,Uncommon,49,0.17,0.28
7520,Hypno,Rare,36,0.27,0.36
7521,Jaw Fossil,Uncommon,94,0.15,0.25
7522,Jynx,Rare,37,0.25,0.44
7523,Klefki,Uncommon,73,0.15,0.25
7524,Korrina,Uncommon,95,0.86,0.96
7525,Korrina (111 Full Art),Ultra Rare,111,24.04,
7526,Landorus,Holo Rare,58,0.69,
7527,Leafeon,Rare,7,3.49,4.75
7528,Lickilicky,Uncommon,79,0.21,0.30
7529,Lickitung,Common,78,0.17,0.25
7530,Lucario EX,Ultra Rare,54,6.18,
7531,Lucario EX (107 Full Art),Ultra Rare,107,31.90,
7532,M Heracross EX,Ultra Rare,5,4.35,
7533,M Heracross EX (Secret),Secret Rare,112,11.13,
7534,M Lucario EX,Ultra Rare,55,8.05,
7535,M Lucario EX (Secret),Secret Rare,113,20.15,
7536,Machamp,Holo Rare,46,0.90,
7537,Machoke,Uncommon,45,0.19,0.30
7538,Machop,Common,44,0.19,0.25
7539,Magmar,Common,10,0.14,0.25
7540,Magmortar,Rare,11,0.27,0.49
7541,Maintenance,Uncommon,96,0.14,0.25
7542,Makuhita,Common,51,0.13,0.25
7543,Mienfoo,Common,56,0.16,0.25
7544,Mienshao,Uncommon,57,0.25,0.32
7545,Minun,Common,32,0.20,0.25
7546,Mountain Ring,Uncommon,97,0.18,0.25
7547,Noibat,Common,87,0.15,0.25
7548,Noivern,Holo Rare,77,0.80,
7549,Pancham (59),Uncommon,59,0.18,0.27
7550,Pancham (60),Common,60,0.16,0.23
7551,Pangoro,Rare,68,0.27,0.40
7552,Patrat,Common,84,0.13,0.25
7553,Pikachu,Common,27,0.70,0.66
7554,Plusle,Common,31,0.15,0.27
7555,Politoed,Rare,18,0.33,0.44
7556,Poliwag,Common,15,0.16,0.25
7557,Poliwhirl,Uncommon,16,0.23,0.44
7558,Poliwrath,Holo Rare,17,0.51,
7559,Raichu,Uncommon,28,0.50,0.86
7560,Sail Fossil,Uncommon,98,0.18,0.25
7561,Scrafty,Uncommon,67,0.16,0.25
7562,Scraggy,Common,66,0.15,0.25
7563,Seismitoad EX,Ultra Rare,20,2.98,
7564,Seismitoad EX (106 Full Art),Ultra Rare,106,7.16,
7565,Shelmet,Common,8,0.13,0.25
7566,Shroomish,Common,6,0.17,0.24
7567,Skorupi,Common,38,0.12,0.25
7568,Slaking,Holo Rare,83,0.50,
7569,Slakoth,Common,81,0.13,0.25
7570,Sparkling Robe,Uncommon,99,0.23,0.28
7571,Strong Energy,Uncommon,104,1.02,1.14
7572,Super Scoop Up,Uncommon,100,0.20,0.25
7573,Sylveon,Rare,72,3.83,4.93
7574,Thundurus,Rare,33,0.24,0.32
7575,Tool Retriever,Uncommon,101,0.18,0.25
7576,Torchic,Common,12,0.20,0.25
7577,Tornadus,Rare,86,0.24,0.31
7578,Training Center,Uncommon,102,0.19,0.27
7579,Trapinch,Common,53,0.20,0.25
7580,Tyrantrum,Rare,62,0.51,0.54
7581,Tyrunt,Uncommon,61,0.29,0.35
7582,Vibrava,Uncommon,75,0.22,0.32
7583,Victreebel,Holo Rare,3,0.68,
7584,Vigoroth,Uncommon,82,0.14,0.29
7585,Watchog,Uncommon,85,0.19,0.25
7586,Weepinbell,Uncommon,2,0.23,0.29
7587,Bunnelby,Promo,10,5.20,
7588,Chespin,Promo,2,1.32,
7589,Fennekin,Promo,3,2.34,
7590,Fletchling,Promo,11,2.47,
7591,Froakie,Promo,4,3.28,
7592,Furfrou,Promo,12,3.65,
7593,Honedge,Promo,7,3.78,
7594,Inkay,Promo,6,5.10,
7595,Pikachu,Promo,5,16.46,
7596,Snubbull,Promo,8,4.99,
7597,Swirlix,Promo,9,3.19,
7598,Weedle,Promo,1,4.64,
7599,Avalugg,Uncommon,31,0.18,0.25
7600,Barbaracle,Rare,49,0.21,0.50
7601,Bergmite,Common,30,0.17,0.25
7602,Binacle,Common,48,0.13,0.25
7603,Blacksmith,Uncommon,88,0.89,1.00
7604,Buizel,Common,28,0.12,0.25
7605,Buneary,Common,84,0.15,0.25
7606,Butterfree,Rare,3,0.32,0.40
7607,Carbink,Holo Rare,68,0.39,
7608,Caterpie,Common,1,0.14,0.25
7609,Charizard EX (100 Full Art),Ultra Rare,100,89.11,
7610,Charizard EX (11),Ultra Rare,11,9.13,
7611,Charizard EX (12),Ultra Rare,12,11.96,
7612,Dragalge,Rare,71,0.30,0.50
7613,Druddigon,Holo Rare,70,0.45,
7614,Durant,Rare,61,0.25,0.42
7615,Dusclops,Uncommon,39,0.19,0.25
7616,Dusknoir,Holo Rare,40,0.59,
7617,Duskull,Common,38,0.17,0.25
7618,Espurr,Common,42,0.12,0.25
7619,Feebas,Common,22,0.16,0.25
7620,Fiery Torch,Uncommon,89,0.24,0.25
7621,Flabebe (62),Common,62,0.16,0.21
7622,Flabebe (63),Common,63,0.14,0.25
7623,Fletchinder,Uncommon,17,0.16,0.25
7624,Fletchling,Common,86,0.17,0.21
7625,Floatzel,Rare,29,0.28,0.35
7626,Floette (64),Rare,64,0.27,0.42
7627,Floette (65),Uncommon,65,0.15,0.24
7628,Florges,Holo Rare,66,0.50,
7629,Forretress,Rare,60,0.30,0.50
7630,Furfrou,Uncommon,87,0.15,0.25
7631,Furret,Rare,82,0.32,0.50
7632,Geodude,Common,45,0.15,0.25
7633,Golem,Rare,47,0.27,0.43
7634,Goodra,Holo Rare,74,0.49,
7635,Goomy,Common,72,0.13,0.21
7636,Graveler,Uncommon,46,0.15,0.25
7637,Heliolisk,Rare,37,0.22,0.42
7638,Helioptile,Common,36,0.14,0.25
7639,Kangaskhan EX,Ultra Rare,78,1.70,
7640,Kangaskhan EX (103 Full Art),Ultra Rare,103,8.32,
7641,Krokorok,Uncommon,57,0.16,0.25
7642,Litleo (18),Common,18,0.13,0.24
7643,Litleo (19),Common,19,0.17,0.25
7644,Lopunny,Rare,85,0.30,0.50
7645,Luvdisc,Uncommon,27,0.15,0.24
7646,Luxio,Uncommon,33,0.16,0.22
7647,Luxray,Rare,34,0.36,0.49
7648,Lysandre,Uncommon,90,0.75,0.73
7649,Lysandre (104 Full Art),Ultra Rare,104,17.06,
7650,M Charizard EX (X),Ultra Rare,69,72.32,
7651,M Charizard EX (X) (Secret),Secret Rare,108,269.51,
7652,M Charizard EX (Y),Ultra Rare,13,27.04,
7653,M Charizard EX (Y) (Secret),Secret Rare,107,100.98,
7654,M Kangaskhan EX,Ultra Rare,79,5.02,
7655,M Kangaskhan EX (109 Secret Rare),Secret Rare,109,11.24,
7656,Magnetic Storm,Uncommon,91,0.16,0.25
7657,Magnezone EX,Ultra Rare,35,2.07,
7658,Magnezone EX (101 Full Art),Ultra Rare,101,6.43,
7659,Maractus,Uncommon,10,0.17,0.25
7660,Meowstic,Rare,43,0.23,0.40
7661,Metapod,Uncommon,2,0.15,0.25
7662,Milotic,Holo Rare,23,1.40,
7663,Miltank,Uncommon,83,0.20,0.33
7664,Nuzleaf,Uncommon,6,0.14,0.25
7665,Pal Pad,Uncommon,92,0.28,0.32
7666,Pidgeot,Rare,77,0.35,0.50
7667,Pidgeotto,Uncommon,76,0.22,0.32
7668,Pidgey,Common,75,0.20,0.25
7669,Pineco,Common,4,0.13,0.25
7670,Pokemon Center Lady,Uncommon,93,0.32,0.37
7671,Pokemon Center Lady (105 Full Art),Ultra Rare,105,25.57,
7672,Pokemon Fan Club,Uncommon,94,0.26,0.26
7673,Pokemon Fan Club (106 Full Art),Ultra Rare,106,10.02,
7674,Ponyta,Common,14,0.20,0.25
7675,Protection Cube,Uncommon,95,0.25,0.29
7676,Pyroar,Holo Rare,20,1.33,
7677,Qwilfish,Rare,21,0.17,0.35
7678,Rapidash,Uncommon,15,0.23,0.35
7679,Roselia,Common,8,0.14,0.25
7680,Roserade,Uncommon,9,0.16,0.25
7681,Sacred Ash,Uncommon,96,0.27,0.33
7682,Sandile,Common,56,0.14,0.25
7683,Scrafty,Rare,59,0.24,0.40
7684,Scraggy,Common,58,0.16,0.24
7685,Sealeo,Uncommon,25,0.13,0.24
7686,Seedot,Common,5,0.12,0.18
7687,Sentret,Common,81,0.10,0.25
7688,Shiftry,Holo Rare,7,0.39,
7689,Shinx,Common,32,0.13,0.25
7690,Skrelp,Common,44,0.18,0.20
7691,Skuntank,Rare,55,0.24,0.35
7692,Sliggoo,Uncommon,73,0.16,0.22
7693,Sneasel (50),Uncommon,50,0.15,0.23
7694,Sneasel (51),Common,51,0.14,0.20
7695,Snorlax,Rare,80,0.37,0.75
7696,Spheal,Common,24,0.19,0.24
7697,Spritzee,Common,67,0.16,0.22
7698,Startling Megaphone,Uncommon,97,0.26,0.25
7699,Stunky (53),Common,53,0.16,0.25
7700,Stunky (54),Common,54,0.16,0.24
7701,Torkoal,Uncommon,16,0.16,0.25
7702,Toxicroak EX,Ultra Rare,41,3.15,
7703,Toxicroak EX (102 Full Art),Ultra Rare,102,7.86,
7704,Trick Shovel,Uncommon,98,0.30,0.35
7705,Ultra Ball,Uncommon,99,0.30,0.38
7706,Walrein,Rare,26,0.25,0.41
7707,Weavile,Rare,52,0.28,0.47
7708,Arbok,Common,3,0.72,0.50
7709,Bunnelby,Common,4,0.41,0.50
7710,Darkness Energy (#19),Common,19,0.09,0.75
7711,Darkness Energy (#22),Common,22,,0.77
7712,Darkness Energy (#26),Common,26,0.09,1.09
7713,Darkness Energy (#28),Common,28,0.09,
7714,Eevee (13),Common,13,2.08,15.74
7715,Eevee (21),Common,21,2.16,
7716,Ekans,Common,16,0.50,1.01
7717,Fairy Energy (#10),Common,10,0.25,0.25
7718,Fairy Energy (#12),Common,12,0.12,0.39
7719,Fairy Energy (#17),Common,17,0.29,0.29
7720,Fairy Energy (#18),Common,18,0.99,0.37
7721,Fairy Energy (#2),Common,2,0.16,0.45
7722,Fairy Energy (#25),Common,25,,0.39
7723,Fairy Energy (#3),Common,3,0.29,0.54
7724,Fairy Energy (#5),Common,5,,0.49
7725,Fairy Energy (#6),Common,6,,1.49
7726,Fairy Energy (#7),Common,7,,
7727,Fairy Energy (#8),Common,8,,0.17
7728,Fairy Energy (#9),Common,9,,0.69
7729,Fletchling (#1),Common,1,0.39,0.44
7730,Fletchling (#19),Common,19,0.39,0.39
7731,Furfrou (#16 - Sylveon),Common,16,0.49,0.34
7732,Furfrou (#20 - Noivern),Common,20,0.39,3.99
7733,Furfrou (#22 - Sylveon),Common,22,0.29,0.29
7734,Gourgeist,Common,2,0.52,
7735,Granbull (#14),Common,14,,0.57
7736,Granbull (#29),Common,29,0.24,0.42
7737,Noibat (#12),Common,12,0.26,
7738,Noibat (#23),Common,12,0.50,0.49
7739,Noivern (#13 - Non-Holo),Common,13,0.49,0.99
7740,Noivern (#30 - Holo),Common,13,1.47,
7741,Poke Ball (Noivern),Common,26,,1.93
7742,Poke Ball (Sylveon),Common,26,0.46,0.56
7743,Pokemon Catcher (Noivern),Common,14,0.25,0.49
7744,Pokemon Catcher (Sylveon),Common,23,,0.93
7745,Potion (#15 - Noivern),Common,15,,1.18
7746,Potion (#20 - Sylveon),Common,20,,64.12
7747,Potion (#24 - Sylveon),Common,24,0.55,1.23
7748,Potion (#27 - Noivern),Common,27,0.22,0.50
7749,Professor's Letter (Noivern),Common,24,1.01,
7750,Professor's Letter (Sylveon),Common,28,0.51,1.18
7751,Psychic Energy (#10),Common,10,,
7752,Psychic Energy (#17),Common,10,,
7753,Psychic Energy (#25),Common,25,,1.09
7754,Psychic Energy (#5),Common,5,,
7755,Psychic Energy (#6),Common,6,,0.93
7756,Psychic Energy (#7),Common,7,0.09,
7757,Psychic Energy (#8),Common,8,,0.60
7758,Psychic Energy (#9),Common,9,0.09,0.69
7759,Pumpkaboo (#11),Common,11,,0.70
7760,Pumpkaboo (#18),Common,18,0.50,
7761,Snubbull (#11),Common,11,,0.47
7762,Snubbull (#27),Common,27,0.37,0.47
7763,Spoink,Common,1,0.38,1.99
